0000158	Russian Palace	026 062 249 198 200 196 191 192 202 078 208 056 170
0000159	Klay Oven	026 024 117 076 205 053 166
0000160	La Paella	214 174 249 200 229 223 075 205 053 166
0000161	Honda	026 174 099 191 192 024 128 075 205 053 166
0000162	Shaw's Crab House & Blue Crab	026 174 101 099 249 191 192 024 212 076 205 053 166
0000163	Catch 35	026 174 101 099 189 191 192 057 071 024 212 075 205 053 166
0000164	GIBSONS BAR & STEAKHOUSE	026 237 194 215 213 102 174 101 099 249 184 245 191 192 114 225 076 206 053 167
0000165	Le Loup Cafe	214 249 063 090 075 205 052 164
0000166	Barry's Ribs & More	137 249 174 100 249 059 231 008 017 075 204 051 163
0000167	Grand and Wells Tap	026 174 249 191 192 024 225 075 205 052 165
0000168	TALLGRASS	026 011 249 200 245 196 191 192 146 090 077 206 054 168
0000169	Primavera	026 174 040 057 071 024 125 075 206 054 167
0000170	Trattoria Ginotto	137 249 174 249 136 125 075 205 052 165
0000171	Bruna's Ristorante	214 249 125 075 205 052 165
0000172	Costa d'Oro	026 174 099 245 196 242 024 125 076 205 054 168
0000173	Tien Tsin	137 249 035 039 075 205 052 164
0000174	Bistro Europa	137 249 174 011 249 200 196 191 192 242 045 075 205 053 165
0000175	Sage's	137 174 099 191 192 040 024 008 076 206 053 166
0000176	Mei Shung	214 035 039 075 204 051 164
0000177	Ceiling Zero	137 174 249 045 090 075 205 053 165
0000178	Lino's	026 174 099 189 024 125 076 205 053 166
0000179	Nookies Tree	214 249 100 086 249 149 156 008 074 204 051 163
0000180	El Dinamico Dallas	214 035 249 149 059 231 034 078 208 056 170
0000181	Staropolska	214 249 174 249 198 021 186 078 208 056 170
0000182	Grecian Taverna	214 198 103 075 204 052 164
0000183	Jack Gibbons Garden	137 174 249 136 149 225 076 205 052 165
0000184	Adagio	214 174 249 191 192 247 057 071 125 078 208 056 170
0000185	Thai 55th	137 229 235 075 204 051 163
0000186	Rosebud	214 174 249 245 191 192 229 125 076 205 053 165
0000187	MONTPARNASSE	137 174 011 080 099 200 245 191 192 024 090 077 206 054 168
0000188	Tavern in the Town	137 174 011 136 191 192 006 076 206 054 166
0000189	Cafe Spiaggia	026 249 125 076 206 054 166
0000190	La Bella Pasteria	137 249 125 075 205 053 165
0000191	Hubbard Street Grill	026 174 101 249 242 114 024 006 075 205 053 165
0000192	Walker Bros.	137 100 086 198 156 008 076 205 053 163
0000193	Mykonos	137 249 174 249 103 075 205 053 164
0000194	Estaloca	026 063 234 074 204 052 164
0000195	N.N. Smokehouse	214 150 057 071 017 078 208 056 170
0000196	Tra Via	214 174 249 136 025 125 076 205 053 165
0000197	Michael Jordan's	026 249 194 215 213 102 174 178 249 191 192 114 024 006 074 204 053 165
0000198	Mill Race Inn	026 174 011 249 198 191 192 063 008 075 205 054 165
0000199	LE VICHYSSOIS	137 174 097 011 080 249 200 245 196 193 191 192 146 247 090 076 206 054 168
0000200	Cy's Crab House	214 249 174 249 212 074 204 051 164
0000201	Red Lion Pub	214 194 215 213 249 184 149 229 001 070 074 204 053 163
0000202	Mama Desta's Red Sea	214 249 072 075 204 051 163
0000203	Zinfandel	026 249 174 101 242 024 007 076 205 053 166
0000204	Breakfast Club	026 198 149 156 025 008 075 205 052 163
0000205	Thai Room	026 253 198 235 076 205 052 163
0000206	Golden Ox	214 174 097 249 198 191 192 010 057 071 098 075 205 053 165
0000207	El Presidente	214 249 004 132 035 249 149 063 142 074 204 051 163
0000208	Lloyd's	026 024 229 008 074 204 052 164
0000209	Gilardi's	137 174 249 125 075 205 053 166
0000210	Szechwan Palace	137 249 191 192 021 039 075 205 052 164
0000211	La Cantina	026 174 024 125 075 205 053 165
0000212	Daniel J's	214 249 196 242 025 006 076 205 052 165
0000213	Sabatino's	214 174 249 191 192 125 075 205 053 165
0000214	Tehran	214 179 075 204 052 163
0000215	Lutnia	214 249 198 229 186 075 205 053 165
0000216	Stevie B's	214 249 174 100 086 059 231 017 075 204 051 164
0000217	Tommy Nevin's Pub	137 249 004 132 249 057 071 120 078 208 056 170
0000218	Zaven's	026 174 191 192 045 076 206 054 167
0000219	Dick's Last Resort	026 249 194 215 213 004 132 100 178 086 184 063 057 071 008 068 074 204 052 164
0000220	Twin Anchors	214 249 010 229 017 076 205 052 164
0000221	Leona's on Taylor	214 249 174 100 086 198 191 192 125 182 075 204 052 164
0000222	Parthenon	026 237 249 174 004 132 249 245 191 192 229 103 075 205 052 164
0000223	Avanzare	026 101 099 249 200 191 192 063 114 024 125 076 206 054 167
0000224	Duke of Perth	214 249 194 215 213 184 001 211 074 205 053 163
0000225	Cafe La Cave	137 174 011 249 200 245 196 191 192 045 076 206 054 167
0000226	Froggy's	137 097 011 200 196 193 191 192 092 076 206 053 166
0000227	Hard Rock Cafe	026 237 249 194 215 213 174 100 178 086 249 149 191 192 197 114 068 107 074 204 053 164
0000228	Nana's	026 063 059 231 125 075 205 051 164
0000229	Tuscany	214 174 249 245 189 024 125 076 205 053 166
0000230	Scoozi!	026 237 102 174 249 114 024 125 182 076 205 054 165
0000231	Itto Sushi	214 174 128 075 205 052 165
0000232	Tucci Milan	026 174 249 189 229 125 075 205 053 165
0000233	Gusto Italiano	137 174 191 192 063 229 001 125 075 205 052 164
0000234	Bertucci's Pizzeria	026 249 174 100 086 229 125 182 074 204 052 163
0000235	Song Huong	214 249 035 136 198 246 076 204 051 163
0000236	Vita	026 174 242 024 125 078 208 056 170
0000237	Gandhi Indian	214 021 117 075 204 051 164
0000238	Salaam	137 249 174 148 249 150 191 192 021 008 045 078 208 056 170
0000239	Spavone's Seven Hills	137 249 174 249 198 191 192 125 075 205 053 165
0000240	Mondelli's on Grand	026 249 125 075 205 052 165
0000241	La Perla del Mediterraneo	137 174 249 245 191 192 057 071 140 076 205 053 166
0000242	LE TITI DE PARIS	137 190 174 097 011 080 200 245 196 191 192 146 091 077 207 054 168
0000243	Pappagallo's	137 174 198 125 078 208 056 170
0000244	Spasso	137 174 011 249 136 200 191 192 025 125 076 206 054 166
0000245	Joe-n-Giuseppe	137 174 249 191 192 125 076 205 053 165
0000246	GABRIEL'S	137 011 099 200 245 196 193 191 192 242 146 114 090 125 077 206 054 168
0000247	Tecalitan	214 249 004 132 142 075 204 052 163
0000248	Oodles of Noodles	214 249 083 014 078 208 056 170
0000249	Tutto Bene	026 174 249 229 125 075 205 053 164
0000250	Cape Cod Room	026 249 174 099 146 040 010 024 212 076 206 054 167
0000251	Nhu Hoa Cafe	214 246 075 204 051 163
0000252	Father and Son Pizza	214 249 174 004 132 100 178 086 229 125 182 074 204 052 163
0000253	Geja's Cafe	214 174 080 249 200 245 247 057 071 085 078 208 056 170
0000254	Gavroche	214 004 132 057 071 092 075 205 052 165
0000255	Mandar-Inn	214 249 136 198 191 192 039 076 205 053 164
0000256	Crown Room	026 040 006 078 208 056 170
0000257	Garardo's Cafe	137 174 136 198 125 078 208 056 170
0000258	Sayat Nova	026 196 143 075 205 053 164
0000259	Piatti	026 174 249 196 191 192 063 242 025 125 140 075 204 053 165
0000260	SPIAGGIA	026 249 101 099 245 191 192 146 125 076 206 055 168
0000261	Old Jerusalem	026 035 149 143 075 204 051 163
0000262	Cafe Luciano	026 249 174 249 198 063 024 125 075 205 053 165
0000263	Panda Panda	137 039 075 205 053 164
0000264	Helmand	214 249 002 076 205 053 164
0000265	J.P.'s Eating Place	214 174 249 191 192 212 142 075 205 052 165
0000266	Via Veneto	137 249 196 125 075 205 052 165
0000267	Cassis	026 242 090 078 208 056 170
0000268	Ibis	214 249 195 078 208 056 170
0000269	Thai Star Cafe	026 035 235 075 204 051 163
0000270	Yasuke	137 174 128 078 208 056 170
0000271	Leona's	137 249 174 100 086 198 191 192 125 182 078 208 056 170
0000272	La Bocca della Verita	214 125 078 208 056 170
0000273	Bertucci's	214 249 149 125 075 205 053 164
0000274	Sanko	214 004 132 128 075 204 053 163
0000275	Penny's Noodle Shop	214 249 035 149 083 039 235 014 075 204 052 163
0000276	Lanna Thai	214 035 198 229 235 075 205 052 163
0000277	Cielo	026 174 040 024 008 125 075 205 054 165
0000278	Charlie's Ale House	026 249 194 215 213 249 184 063 008 074 204 053 164
0000279	Barney's Market Club and Steak	174 099 024 225 078 208 056 170
0000280	Dao	026 235 075 204 051 163
0000281	Barn of Barrington	137 174 249 191 192 008 075 205 053 166
0000282	KIKI'S BISTRO	026 174 200 245 189 114 024 092 076 206 054 167
0000283	La Boheme	137 011 200 245 196 193 063 146 247 091 076 206 054 167
0000284	R.J. Grunts	214 249 100 086 249 149 008 075 205 052 164
0000285	Mrs. Park's Tavern	026 249 174 004 132 198 040 024 006 078 208 056 170
0000286	Lucky Platter	137 253 249 249 149 025 006 075 205 052 163
0000287	Sai Cafe	214 128 076 205 052 165
0000288	Blind Faith Cafe	137 253 249 249 150 149 111 059 231 036 156 112 243 075 205 052 163
0000289	Vivo	026 102 174 249 184 200 114 125 075 205 054 166
0000290	New Japan	137 011 128 076 206 053 165
0000291	La Canasta	214 249 174 004 132 100 086 229 234 074 204 052 164
0000292	Thai Little Home Cafe	214 198 235 076 205 051 163
0000293	Lutz Continental Cafe & Pastry	253 174 084 087 198 149 063 016 045 075 205 053 163
0000294	La Sorella di Francesca	137 011 249 136 200 149 191 192 063 242 125 076 206 053 165
0000295	Club Lago	026 198 149 125 074 204 052 164
0000296	Red Tomato	214 249 149 025 125 075 205 053 165
0000297	Eddie's Collage	214 008 078 208 056 170
0000298	Oak Terrace	026 249 198 040 024 021 008 075 205 053 166
0000299	CAFE BA-BA-REEBA!	214 249 174 249 191 192 063 114 223 232 076 205 054 165
0000300	Matsuya	214 128 076 205 052 164
0000301	La Margarita	026 249 142 075 205 053 164
0000302	Salvatore's	026 174 249 200 196 191 192 063 125 075 205 053 165
0000303	Kerouac Jack's	214 194 215 213 197 068 078 208 056 170
0000304	Belden Deli	214 249 174 004 132 198 036 156 058 129 074 204 051 163
0000305	Galans	214 174 249 198 191 192 241 075 205 053 165
0000306	Del Rio	137 080 249 125 075 205 052 165
0000307	CARLOS'	137 190 174 097 011 080 249 200 245 196 193 191 192 146 114 111 090 077 207 054 169
0000308	Berghoff	026 237 249 198 191 192 010 229 229 098 075 205 053 164
0000309	Giannotti Steak House	137 174 249 198 125 225 076 205 053 166
0000310	El Tinajon	137 249 059 231 105 075 205 052 163
0000311	Emperor's Choice	214 004 132 039 076 205 052 164
0000312	Daruma	137 174 004 132 128 076 205 053 164
0000313	Buffalo Ranch	137 174 100 225 074 205 053 164
0000314	Topo Gigio	026 249 174 249 063 125 075 205 052 165
0000315	Bohemian Crystal	137 174 097 249 198 191 192 049 075 205 052 163
0000316	Zasu	214 253 068 074 205 052 164
0000317	TOPOLOBAMPO	026 245 191 192 142 077 206 054 167
0000318	Nookies	214 249 100 086 249 149 156 008 042 061 074 204 051 163
0000319	Winklestein's	026 249 036 156 058 129 075 204 051 163
0000320	Rose Angelis	214 249 200 149 125 075 205 053 165
0000321	Bridges	026 212 078 208 056 170
0000322	Momotaro	137 128 075 205 053 164
0000323	That Steak Joynt	026 174 178 249 245 191 192 057 071 225 074 204 052 165
0000324	Su Casa	026 174 057 071 024 138 142 078 208 056 170
0000325	Cafe Maxx	137 006 075 204 053 165
0000326	My Place For ?	214 249 103 212 075 205 052 164
0000327	Ristorante Chianti	137 249 125 075 205 053 164
0000328	Beirut	214 198 057 071 134 078 208 056 170
0000329	Trattoria Gianni	026 174 249 245 063 125 075 205 052 166
0000330	Julio's Latin Cafe	137 174 136 218 076 205 053 165
0000331	Colorado Steakhouse	137 249 174 100 249 225 074 204 052 164
0000332	Harry Caray's	026 174 249 189 191 192 114 024 008 125 075 205 053 165
0000333	Athenian Room	026 249 100 249 149 083 059 231 103 075 205 051 163
0000334	Leona's Original Pizza	214 249 174 004 132 100 086 198 191 192 125 182 075 204 052 163
0000335	Don's Fishmarket & Tavern	137 174 249 212 075 205 053 165
0000336	Big Bowl Cafe	026 249 174 249 149 059 231 068 075 205 052 163
0000337	Da Luigino	137 249 136 198 200 196 125 076 205 053 165
0000338	Viceroy of India	214 249 174 117 075 205 052 164
0000339	Brett's	214 249 193 025 006 075 205 052 165
0000340	Bacchus Nibbles	137 249 174 004 132 198 149 045 092 078 208 056 170
0000341	Las Palmas	214 100 086 142 074 205 052 163
0000342	Basta Pasta	214 174 249 149 025 125 075 205 053 164
0000343	Ina's Kitchen	214 084 087 149 191 192 063 114 156 006 075 205 053 163
0000344	Butcher Shop Steakhouse	026 174 099 249 024 225 075 205 052 166
0000345	Genesee Depot	137 035 249 196 008 076 205 053 165
0000346	Ron of Japan	026 174 128 075 205 053 165
0000347	Park Avenue Cafe	026 174 099 040 024 006 078 208 056 170
0000348	Zealous	137 174 011 200 196 191 192 242 006 076 206 053 167
0000349	Carmine's Clamhouse	026 249 174 099 249 245 191 192 242 024 125 212 075 205 053 167
0000350	Chano Chano	137 249 249 001 142 075 205 052 163
0000351	Bagel	214 249 198 036 156 058 129 075 204 052 163
0000352	Szechwan North	137 174 191 192 021 039 078 208 056 170
0000353	EMILIO'S TAPAS BAR & RESTAURANT	174 011 249 245 242 114 223 232 076 206 054 165
0000354	California Pizza Kitchen	026 249 174 100 086 182 075 205 052 163
0000355	Jim & Johnny's	026 174 249 125 075 205 053 165
0000356	Cafe Pyrenees	137 174 011 196 193 146 025 091 076 206 053 166
0000357	Fond de la Tour	137 011 099 200 196 146 045 091 076 206 054 167
0000358	Furama	214 229 039 074 204 051 163
0000359	Dave's Italian Kitchen	137 253 035 249 149 125 075 205 051 163
0000360	Cafe Gordon	026 249 174 099 149 191 192 242 040 024 006 078 208 056 170
0000361	94th Aero Squadron	137 174 249 198 200 193 191 192 021 008 074 205 054 165
0000362	Cucina Bella	026 249 198 125 075 205 053 164
0000363	Aegean Isles	137 249 229 103 074 204 052 164
0000364	Sole Mio	214 174 249 245 191 192 125 076 205 053 166
0000365	Healthy Food	214 035 249 198 059 231 135 074 204 051 163
0000366	Bite	214 242 068 078 208 056 170
0000367	Brasserie T	137 242 068 078 208 056 170
0000368	Emilio's Granada	137 249 011 249 191 192 242 223 232 076 206 054 165
0000369	foodlife	026 253 249 100 086 198 149 114 059 231 068 075 204 053 163
0000370	CHARLIE TROTTER'S	214 174 097 080 099 150 200 245 193 191 192 146 114 111 025 006 077 207 054 169
0000371	Bossa Nova	214 102 004 132 249 114 057 071 232 075 205 054 165
0000372	Bistro in Highwood	137 011 242 068 078 208 056 170
0000373	Nick & Tony's	026 174 249 191 192 063 242 024 125 078 208 056 170
0000374	Geppetto's	137 253 249 149 125 182 078 208 056 170
0000375	Erwin	214 174 249 193 242 006 076 205 053 166
0000376	Mrs. Levy's Delicatessen	026 198 156 008 058 129 074 204 052 163
0000377	Cottage	137 174 097 011 249 146 247 090 006 076 206 054 167
0000378	Stanley's Kitchen & Tap	214 249 194 215 213 174 100 086 249 184 229 008 074 204 052 163
0000379	Yvette	026 102 101 249 184 200 191 192 063 057 071 092 075 205 053 166
0000380	Gino's East	026 253 249 174 100 086 149 125 182 075 204 051 163
0000381	Gin Go Gae	214 249 130 075 205 051 163
0000382	Little Szechwan	137 136 039 075 205 052 164
0000383	VA PENSIERO	137 011 200 196 191 192 025 125 076 206 054 167
0000384	Danilo's	026 174 125 075 205 052 165
0000385	Thai Town	214 253 235 075 205 051 163
0000386	Dragon Inn North	137 174 198 039 075 205 052 164
0000387	Anna Maria Pasteria	214 035 249 125 075 205 052 163
0000388	Slice of Life	214 004 132 198 129 074 204 052 163
0000389	Paladino's	026 174 086 249 184 125 182 078 208 056 170
0000390	Santa Fe Tapas	214 249 025 222 232 075 204 052 164
0000391	Glass Dome Hickory Pit	214 174 249 198 229 017 075 204 052 164
0000392	Lucci's Pasta Facce Trattoria	137 174 249 198 191 192 024 125 075 205 053 164
0000393	Santorini	026 174 004 132 249 103 075 205 053 165
0000394	Retreat	137 249 200 196 191 192 090 006 075 205 054 165
0000395	Dish	214 249 197 242 007 075 205 052 164
0000396	Miller's Pub	026 004 132 178 249 156 008 074 204 052 164
0000397	Zofia's	137 174 249 198 191 192 008 186 075 205 052 163
0000398	Nancy's Original Stuffed Pizza	249 004 132 100 086 149 182 075 204 051 163
0000399	Courtyards of Plaka	026 249 174 249 001 103 075 205 053 164
0000400	FRONTERA GRILL	026 249 149 191 192 063 114 001 142 077 206 054 166
0000401	Thai Borrahn	026 021 235 075 205 053 164
0000402	Centro	026 102 174 189 114 125 075 205 053 165
0000403	Next Door	137 125 076 205 052 165
0000404	Hau Giang	214 035 001 246 075 204 050 163
0000405	Printer's Row	026 080 099 245 196 191 192 024 006 076 206 054 167
0000406	Parrinello	026 174 200 245 196 125 076 205 053 166
0000407	Wishbone	214 249 174 035 100 086 249 114 156 229 030 047 220 217 076 205 052 163
0000408	Zum Deutschen Eck	214 174 249 198 191 192 057 071 229 098 075 205 053 165
0000409	Vinyl	026 174 004 132 249 184 191 192 242 114 057 071 006 078 208 056 170
0000410	King Crab Tavern & Seafood	026 174 249 063 212 075 205 052 165
0000411	La Majada	137 249 057 071 001 142 074 205 053 164
0000412	Betise	137 249 174 011 191 192 247 090 075 205 054 166
